raw_text,aspectTerms
"In about 12 minutes, the thing is gone.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Need I say more?,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
great hot dogs..,"[{'term': 'hot dogs', 'polarity': 'positive'}]"
the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside.,"[{'term': 'hot dogs', 'polarity': 'positive'}]"
great toppings definitely a place you need to check out for late night munchies or a mid day boost!,"[{'term': 'toppings', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}]"
great taste,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Great, original taste.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"For me dishes a little oily, but overall dining experience good.","[{'term': 'dishes', 'polarity': 'negative'}]"
Helpful service and average price per dish $10.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'dish', 'polarity': 'positive'}]"
The only thing that strikes you is the decor?(not very pleasant).,"[{'term': 'decor', 'polarity': 'negative'}]"
great food,"[{'term': 'food', 'polarity': 'positive'}]"
This place has great indian chinese food.,"[{'term': 'indian chinese food', 'polarity': 'positive'}]"
The flavors are amazing and the value is phenomenal.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Be prepared to wait, because the place is pretty tiny.","[{'term': 'place', 'polarity': 'negative'}]"
"Also, they do not take credit card so come with cash!","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Even though the place is not beautiful, the food speaks for itself.","[{'term': 'place', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'positive'}]"
"Best Indian Chinese in the city, by far!","[{'term': 'Indian Chinese', 'polarity': 'positive'}]"
AMAZING MY FAVORITE!!!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I have been living in NYC for bit now and I have to say I love to go out and explore the scene.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"I came across Village Underground by accident, now I go there all the time.","[{'term': 'Village Underground', 'polarity': 'positive'}]"
The martinis are amazing and very fairly priced.,"[{'term': 'martinis', 'polarity': 'positive'}]"
"THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.","[{'term': 'SERVICE', 'polarity': 'positive'}, {'term': 'waiters', 'polarity': 'positive'}]"
"The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.","[{'term': 'DJ', 'polarity': 'positive'}]"
You can get a table without a reservation if you get there early I they don't make you by bottles.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Which lets face it....at times it's a good thing.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
In the end you end up with a fair tab and NOTHING BUT A GREAT TIME!!!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Highly recommended!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"One of the best, if not THE best, restaurants in Park Slope (and NY in general)","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Everything on the menu is great. ,"[{'term': 'menu', 'polarity': 'positive'}]"
This establishment is the real deal. ,"[{'term': 'establishment', 'polarity': 'positive'}]"
"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.","[{'term': 'food', 'polarity': 'positive'}]"
"There is ""Expensive-but-worth-it"" and there is ""Expensive-and-WTF""?","[{'term': 'noaspectterm', 'polarity': 'none'}]"
This is a twenty-something guy that doesn't mind laying down $300 for a fine and delicious meal for 2 on special occassions.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
But $500 for a dinner for two that didn't include Wine?,"[{'term': 'dinner for two', 'polarity': 'negative'}]"
Are you freaking kidding me?,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Look, the appetizers were really good.","[{'term': 'appetizers', 'polarity': 'positive'}]"
The entree was also very good.,"[{'term': 'entree', 'polarity': 'positive'}]"
"Can't argue about that, but they are clearly over priced.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
What you are paying for is the environment and the name.,"[{'term': 'environment', 'polarity': 'neutral'}]"
"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.","[{'term': 'place', 'polarity': 'positive'}]"
$500 included:,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Drinks: 2 glasses of Dom Perignon at $35 each.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Starters: Kobe Beef Sashimi.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Which of course is not real Kobe but Wagyu beef.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Surprised that a place of this caliber would advertise it as Kobe.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
A beef Consomme.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Entrees: Vanison steak and Bison Steak.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Vanison was good but not amazing.,"[{'term': 'Vanison', 'polarity': 'neutral'}]"
Bison was quite excellent however.,"[{'term': 'Bison', 'polarity': 'positive'}]"
Dessert: pure disaster.,"[{'term': 'Dessert', 'polarity': 'negative'}]"
Just not good at all.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.","[{'term': 'restaurant', 'polarity': 'negative'}]"
I was wrong.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".","[{'term': 'The Four Seasons', 'polarity': 'neutral'}]"
"I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"All in all, the food was great (except for the dessserts).","[{'term': 'food', 'polarity': 'positive'}, {'term': 'dessserts', 'polarity': 'negative'}]"
The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,"[{'term': 'environment', 'polarity': 'neutral'}]"
"If you are going for the food, it will not be worth it.","[{'term': 'food', 'polarity': 'negative'}]"
"Yes, it is good, but I've had better for cheaper.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"You would think they would make up for it with service, sadly, no.","[{'term': 'service', 'polarity': 'negative'}]"
"Service was just ok, it is not what you'd expect for $500.","[{'term': 'Service', 'polarity': 'negative'}]"
Terrible Waste of money.. scammers,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I agree that dining at Casa La Femme is like no other dining experience!,"[{'term': 'Casa La Femme', 'polarity': 'negative'}]"
BUT not in a good way.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I am actually offended to have spent so much money on such a bad experience.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,"[{'term': 'Casa La Femme', 'polarity': 'negative'}]"
We went to celebrate two birthdays and wanted to do something special and different.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Our visit their to say the least, was an unpleasant and costly experience!","[{'term': 'noaspectterm', 'polarity': 'none'}]"
And even more so unpleasant because it was so costly for such an unpleasant experience.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
We did arrive late for our reservation so I can not complain too much about the wait for a table.,"[{'term': 'wait', 'polarity': 'neutral'}]"
Although we were told 10-15 minutes and it was more like 45 minutes.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
We were ushered to the bar to wait momentarily and upon arrival were so excited.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The place is beautiful!,"[{'term': 'place', 'polarity': 'positive'}]"
The hostess was very pleasant.,"[{'term': 'hostess', 'polarity': 'positive'}]"
"However, our $14 drinks were were horrible!","[{'term': 'drinks', 'polarity': 'negative'}]"
"Once we finally got a table, despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed!","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Since we were already waiting so long, we felt we had no other choice but to accept it.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Our experience did not ever get any better.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
For each course we waited over 1/2 hour to 45 minutes and were never offered a drink.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.,"[{'term': 'waiter', 'polarity': 'negative'}]"
After the 4th time i asked again and the waiter than said after our dinner.,"[{'term': 'waiter', 'polarity': 'negative'}]"
We asked for beverages and never received them.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
We asked for sides which the waiter than admitted that he forgot to put in that part of our order.,"[{'term': 'waiter', 'polarity': 'negative'}]"
My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.,"[{'term': 'chicken', 'polarity': 'negative'}]"
I would not expect this for a $55 dinner.,"[{'term': 'dinner', 'polarity': 'negative'}]"
By the time we finished our dinner we still had not received one beverage NOR hooka!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
What we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka.. some of which we never received!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The only beverage we did receive was water in dirty glasses!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!","[{'term': 'food', 'polarity': 'negative'}]"
If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,"[{'term': 'meal', 'polarity': 'negative'}]"
"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.","[{'term': 'restaurant', 'polarity': 'negative'}]"
MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I wish I COULD be refunded!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Don't go with a larger group than 4! ,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I went here for a family birthday dinner. ,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Five of us walked in at approximately 6:20 on a Thursday evening. ,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The hostess said ""Wow that's a large group, unless you aren't together"", to which I replied ""no we are, and there will be one more, so a table for six please."" ","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"At first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
The menu is fairly simple without much descriptions. ,"[{'term': 'menu', 'polarity': 'neutral'}]"
"There was no tap beer that evening, which was a disappointment. ","[{'term': 'beer', 'polarity': 'negative'}]"
"Not much of a selection of bottled beer either, we went with Brahma. ","[{'term': 'selection of bottled beer', 'polarity': 'negative'}]"
The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). ,"[{'term': 'fried oysters and clams', 'polarity': 'positive'}]"
"The lobster knuckles (special of the day) were ok, but pretty tasteless.","[{'term': 'lobster knuckles', 'polarity': 'neutral'}]"
"I believe there were 2 shrimp in the ""salt encrusted shrimp"" appetizer. ","[{'term': '""salt encrusted shrimp"" appetizer', 'polarity': 'negative'}]"
After we ate our appetizers (which took all of 8 minutes) we ordered another round of Brahma's - and tried to stall a little as we waited for our sixth dinner member. ,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The waitress appeared and asked us if we wanted to go ahead and order. ,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
We replied that we would like to wait 5 more minutes if that was okay. ,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"She replied ""well it would be more convenient for us if you ordered now, since you are a larger party, and it might get crowded."" ","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"We called the other person who was very close by, and she told us to order for her, so we did. ","[{'term': 'noaspectterm', 'polarity': 'none'}]"
The food arrived in about 15 minutes. ,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I had the Thai style Fried Sea Bass...which was very good. ,"[{'term': 'Thai style Fried Sea Bass', 'polarity': 'positive'}]"
"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ","[{'term': 'food', 'polarity': 'positive'}, {'term': 'grilled Mahi Mahi', 'polarity': 'negative'}]"
I heard the lobster roll was excellent. ,"[{'term': 'lobster roll', 'polarity': 'positive'}]"
"They seemed to continue to rush us along, taking plates without asking if we were done (my sister still had her fork in hand). ","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"All in all the food was good - a little on the expensive side, but fresh. ","[{'term': 'food', 'polarity': 'positive'}]"
"Service not the friendliest to our ""large party""! ","[{'term': 'Service', 'polarity': 'negative'}]"
Probably would not go back here.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Great Indian food,"[{'term': 'Indian food', 'polarity': 'positive'}]"
"I lived on 50th st, and wanted Indian one day so decided to check this place out.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.","[{'term': 'Food', 'polarity': 'positive'}]"
"Very ""normal Indian food"", but done really well.","[{'term': 'Indian food', 'polarity': 'neutral'}]"
"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.","[{'term': 'place', 'polarity': 'positive'}, {'term': 'chicken tikka masala', 'polarity': 'negative'}, {'term': 'feel', 'polarity': 'negative'}]"
"Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.","[{'term': 'waiters', 'polarity': 'negative'}]"
I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food","[{'term': 'Indian food', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'negative'}]"
One of the BEST,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Bukhara Grill, the tagline says it all.. ""INDIAN SPICE RAVE""","[{'term': 'Bukhara Grill', 'polarity': 'positive'}]"
My GF and I dine at Bukhara often as she lives near it.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The lunch buffet is expensive but is deff worth it.,"[{'term': 'lunch buffet', 'polarity': 'negative'}]"
We go often for lunch and the place is packed.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
We have gone for dinner only a few times but the same great quality and service is given.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'dinner', 'polarity': 'positive'}]"
Bukhara is on my top 5 Indian places in NYC,"[{'term': 'Bukhara', 'polarity': 'positive'}]"
Wretched and retching,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
This will be only the third online review I have ever made about a restaurant in my life.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
They have all been tonight and they have all been about the same restaurant.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I have never been so disgusted by both food an service.,"[{'term': 'food', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'negative'}]"
For starters they delivered us someone else's order.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Fine, I wont hang you for that.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.","[{'term': 'kimchee', 'polarity': 'negative'}, {'term': 'Korean fair', 'polarity': 'negative'}]"
"Not one to jump to complaints (hence my lack of previous online reviewing), I called the restaurant to give them a heads up that their kitchen might want to check the cleanliness of their prep stations.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.","[{'term': 'food', 'polarity': 'negative'}]"
None was made so i hung up.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Less than three minutes passed before I found myself doubled over the toilet.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.","[{'term': 'meal', 'polarity': 'negative'}]"
"Not only have I worked in restaurants for many years, I am now in culinary school, I am a huge lover of oysters and fish, and my girlfriend is half Korean!","[{'term': 'noaspectterm', 'polarity': 'none'}]"
We know the difference between and oyster and bad fish.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"It wasn't as if this restaurant had any major bragging points before hand, but now it's simply repulsive.","[{'term': 'restaurant', 'polarity': 'negative'}]"
Eat at your own risk.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Gorgeous place ideal for a romantic dinner,"[{'term': 'place', 'polarity': 'positive'}]"
I took my boyfriend for a dinner on saturday night.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,"[{'term': 'four course prix fix menu', 'polarity': 'positive'}, {'term': 'white organza tent', 'polarity': 'positive'}]"
The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'waiter', 'polarity': 'positive'}]"
I completely recommend Casa La Femme for any special occasion and to REALLY impress your date.,"[{'term': 'Casa La Femme', 'polarity': 'positive'}]"
More Williamsburg Garbage,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
My wife and I visited Dokebi tonight.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
We ordered dosut bibimbap and nakgi-bokum.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The dishes came out around 5 minutes apart.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The bibimbap was average, but the stone bowl wasn't even close to sizzling.","[{'term': 'bibimbap', 'polarity': 'neutral'}, {'term': 'stone bowl', 'polarity': 'negative'}]"
Too bad I had paid an extra $2 for the stone bowl.,"[{'term': 'stone bowl', 'polarity': 'negative'}]"
The nakgi-bokum was horrible.,"[{'term': 'nakgi-bokum', 'polarity': 'negative'}]"
Easily the worst stir-fried squid I've ever tasted.,"[{'term': 'stir-fried squid', 'polarity': 'negative'}]"
The sauce tasted more like Chinese fast food than decent Korean.,"[{'term': 'sauce', 'polarity': 'negative'}]"
"The side dishes were passable, and I did get a refill upon request.","[{'term': 'side dishes', 'polarity': 'neutral'}]"
The real problem I had with this place was the complete lack of service.,"[{'term': 'service', 'polarity': 'negative'}]"
I mentioned the squid dish wasn't very good when the waitress visited.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
She just nodded and walked off.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"There were no communications issues either, as she spoke perfect English.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"As to my comment about the food, no apology or acknowledgment was made.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
My wife had barely touched that mess of a dish.,"[{'term': 'dish', 'polarity': 'negative'}]"
We were charged full price.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"If you ware looking for Korean fusion, I suggest you try some of the places in the East Village.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Authentic Korean food lovers should visit 32nd Street, of course.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Lives up to the hype,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
We've lived around the corner from this place for over a year and finally had dinner there.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
We've tried before but it always packed and doesn't take reservations.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
It was well worth the wait.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The wife had the risotto which was amazing.,"[{'term': 'risotto', 'polarity': 'positive'}]"
"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
The farro salad and the mashed yukon potatoes were also extremely tasty.,"[{'term': 'farro salad', 'polarity': 'positive'}, {'term': 'mashed yukon potatoes', 'polarity': 'positive'}]"
i love margherita pizza – i looove east village pizza,"[{'term': 'east village pizza', 'polarity': 'positive'}, {'term': 'margherita pizza', 'polarity': 'positive'}]"
"Love this place, every time we are in the city this is one of the places we always go.","[{'term': 'place', 'polarity': 'positive'}]"
A quintessential slice of NYC pizza.,"[{'term': 'slice of NYC pizza', 'polarity': 'neutral'}]"
"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.","[{'term': 'crust', 'polarity': 'positive'}, {'term': 'sauce', 'polarity': 'positive'}, {'term': 'cheese', 'polarity': 'positive'}]"
"Personally I like the margherita pizza better, but they are all good.","[{'term': 'margherita pizza', 'polarity': 'positive'}]"
Possibly the Most Romantic Restaurant in the City,"[{'term': 'Restaurant', 'polarity': 'positive'}]"
"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!","[{'term': 'modern Japanese brasserie', 'polarity': 'positive'}]"
"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.","[{'term': 'spot', 'polarity': 'neutral'}, {'term': 'unmarked wooden doors', 'polarity': 'positive'}, {'term': 'décor', 'polarity': 'positive'}]"
"If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).","[{'term': 'private booths', 'polarity': 'positive'}, {'term': 'glass ceilings', 'polarity': 'positive'}]"
It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,"[{'term': 'waiter', 'polarity': 'positive'}]"
"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!","[{'term': 'BBE $29 fixe prix menu', 'polarity': 'positive'}]"
I never used to be a fan of sakes but am lately experimenting with it a lot more and am acquiring a better taste of it.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
We started off with a delightful sashimi amuse bouche.,"[{'term': 'sashimi amuse bouche', 'polarity': 'positive'}]"
Our first course was Tuna Sashimi with Green Yuzu Sauce.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.","[{'term': 'Grilled Black Cod', 'polarity': 'positive'}, {'term': 'Grilled Salmon dish', 'polarity': 'positive'}]"
The entrees were served with miso soup and rice.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The sake’s complimented the courses very well and is successfully easing me into the sake world.,"[{'term': 'sake’s', 'polarity': 'positive'}]"
"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.","[{'term': 'frozen black sesame mousse', 'polarity': 'neutral'}, {'term': 'matcha (powdered green tea) and blueberry cheesecake', 'polarity': 'positive'}]"
"Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.","[{'term': 'brasserie', 'polarity': 'positive'}]"
"I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.","[{'term': 'Zenkichi', 'polarity': 'positive'}]"
Terrible would be a compliment!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The service leaves much to be desired, from feeling like you are rushed the place your order, to being ignored the rest of the night.","[{'term': 'service', 'polarity': 'negative'}]"
"We were 10 people celebrtating a birthday, we sat in the tent.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
We paid a fixed pricce but got nothing!!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
We never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!","[{'term': 'service', 'polarity': 'negative'}, {'term': 'drinks', 'polarity': 'negative'}, {'term': 'pita bread', 'polarity': 'negative'}]"
Stay away,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Great Shabu Shabu,"[{'term': 'Shabu Shabu', 'polarity': 'positive'}]"
"I go here at least once every other week, particularly when it's cold!","[{'term': 'noaspectterm', 'polarity': 'none'}]"
I love it.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
To be honest we only ever eat the Shabu Shabu.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I tried a couple other dishes but wasn't too impressed.,"[{'term': 'dishes', 'polarity': 'neutral'}]"
"But for the Shabu Shabu, you won't find much better in NY.","[{'term': 'Shabu Shabu', 'polarity': 'positive'}]"
In fact there is only one I've tried that even compares (shabu Tatsu) and even then I prefer Dokebi.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.","[{'term': 'meat', 'polarity': 'positive'}, {'term': 'sauces', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'meal', 'polarity': 'positive'}, {'term': 'kimchi', 'polarity': 'positive'}, {'term': 'salad', 'polarity': 'positive'}]"
Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,"[{'term': 'Korean food', 'polarity': 'positive'}, {'term': 'fusion twists', 'polarity': 'positive'}, {'term': 'pork belly tacos', 'polarity': 'positive'}]"
"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.","[{'term': 'hot dogs', 'polarity': 'positive'}, {'term': 'pork croquette sandwich', 'polarity': 'positive'}, {'term': 'bun', 'polarity': 'positive'}]"
Restaurant with a view,"[{'term': 'view', 'polarity': 'neutral'}]"
Celebrated my fathers birthday here.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The food tasted very good.,"[{'term': 'food', 'polarity': 'positive'}]"
The family seafood entree was very good.,"[{'term': 'family seafood entree', 'polarity': 'positive'}]"
The main entree was also very good.,"[{'term': 'main entree', 'polarity': 'positive'}]"
We order a bit of everything on the menu.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Price is high but the food is good, so I would come back again.","[{'term': 'food', 'polarity': 'positive'}]"
This place doesn't make any sense,"[{'term': 'place', 'polarity': 'negative'}]"
Just want to warn you all - don't waste your time and money.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...","[{'term': 'decor', 'polarity': 'negative'}, {'term': 'mirrored walls', 'polarity': 'negative'}]"
This place is not inviting and the food is totally weird.,"[{'term': 'place', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'negative'}]"
The concept of japanese tapas is newly created and clearly doesn't work.,"[{'term': 'japanese tapas', 'polarity': 'negative'}]"
"The food they serve is not comforting, not appetizing and uncooked.","[{'term': 'food', 'polarity': 'negative'}]"
Go to japanese sushi place or Spanish tapas place - this creation in Williamsburg is a misstake.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Good Food,"[{'term': 'Food', 'polarity': 'positive'}]"
I went here with my boyfriend for our anniversary.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'sitting space', 'polarity': 'negative'}]"
Over all it was a very nice romantic place .,"[{'term': 'place', 'polarity': 'positive'}]"
